   M   |   S   |   Method   |      α   
---------------------------------------
   4   |   3    |     FC     |  = 1/3     | runtime:  0.01

   67   |   18    |    INT        HALF        MID     |  = 25/54     | runtime:  0.03

   71   |   18    |     FC     |  = 55/126     | runtime:  1.91

   73   |   18    |     FC     |  = 73/162     | runtime:  1.25

   77   |   18    |     FC     |  = 67/144     | runtime:  0.09

   79   |   18    |     FC     |  = 65/144     | runtime:  0.82

   83   |   18    |     FC     |  = 83/180     | runtime:  1.18

   85   |   18    |     FC         INT        HALF        MID     |  = 17/36     | runtime:  0.03

   89   |   18    |     FC     |  = 73/162     | runtime:  20.27

   91   |   18    |     FC     |  = 91/198     | runtime:  29.06

   95   |   18    |     FC     |  = 17/36     | runtime:  0.03

   97   |   18    |     FC     |  = 83/180     | runtime:  9.83

   101   |   18    |     FC     |  = 101/216     | runtime:  7.54

   103   |   18    |    MID     |  = 163/342     | runtime:  13.30

   107   |   18    |     FC     |  ≤ 91/198  |   TIME OUT
SOLVER TIME OUT  dim(A) = (19, 490201)      | runtime:  471.22

   109   |   18    |     FC     |  ≤ 109/234  |   TIME OUT
SOLVER TIME OUT  dim(A) = (19, 466922)      | runtime:  540.28

   20   |   19    |    EBM         HBM     |  = 13/38     | runtime:  0.01

   21   |   19    |    INT         EBM         MID     |  = 13/38     | runtime:  0.01

   22   |   19    |    INT        HALF        EBM         MID         GAP     |  = 13/38     | runtime:  0.05

   23   |   19    |    INT        HALF        EBM         MID         GAP     |  = 27/76     | runtime:  0.03

   24   |   19    |    MID         GAP     |  = 27/76     | runtime:  0.26

   25   |   19    |     FC         INT         EBM         MID         GAP     |  = 13/38     | runtime:  0.07

   26   |   19    |     FC         EBM     |  = 1/3     | runtime:  0.02

   27   |   19    |     FC         EBM     |  = 1/3     | runtime:  0.01

   28   |   19    |     FC         EBM     |  = 1/3     | runtime:  0.02

   29   |   19    |     FC     |  = 29/76     | runtime:  0.03

   30   |   19    |     FC     |  = 15/38     | runtime:  0.02

   31   |   19    |    GAP     |  = 54/133     | runtime:  0.04

   32   |   19    |    INT        HALF        MID     |  = 31/76     | runtime:  0.03

   33   |   19    |    INT        HALF        MID     |  = 47/114     | runtime:  0.03

   34   |   19    |     FC         INT         MID     |  = 23/57     | runtime:  0.06

   35   |   19    |     FC     |  = 22/57     | runtime:  0.03

   36   |   19    |     FC     |  = 7/19     | runtime:  0.02

   37   |   19    |     FC     |  = 20/57     | runtime:  0.03

   39   |   19    |     FC     |  = 39/95     | runtime:  0.03

   40   |   19    |     FC     |  = 8/19     | runtime:  0.02

   41   |   19    |    GAP     |  = 131/304     | runtime:  0.20

   42   |   19    |    INT        HALF        MID     |  = 49/114     | runtime:  0.03

   43   |   19    |    MID     |  = 115/266     | runtime:  0.12

   44   |   19    |     FC     |  = 8/19     | runtime:  0.02

   45   |   19    |     FC     |  = 31/76     | runtime:  0.04

   46   |   19    |     FC     |  = 15/38     | runtime:  0.03

   47   |   19    |     FC     |  = 29/76     | runtime:  0.05

   48   |   19    |     FC     |  = 8/19     | runtime:  0.03

   49   |   19    |     FC     |  = 49/114     | runtime:  0.04

   50   |   19    |     FC     |  = 25/57     | runtime:  0.02

   51   |   19    |     FC         INT         MID     |  = 17/38     | runtime:  0.04

   52   |   19    |    INT        HALF        MID     |  = 17/38     | runtime:  0.03

   53   |   19    |     FC     |  = 42/95     | runtime:  0.03

   54   |   19    |     FC     |  = 41/95     | runtime:  0.04

   55   |   19    |     FC     |  = 8/19     | runtime:  0.02

   56   |   19    |     FC     |  = 39/95     | runtime:  0.11

   58   |   19    |     FC     |  = 58/133     | runtime:  0.10

   59   |   19    |     FC     |  = 59/133     | runtime:  0.06

   60   |   19    |     FC     |  = 60/133     | runtime:  0.03

   61   |   19    |    INT         MID     |  = 313/684     | runtime:  67.34

   62   |   19    |     FC         INT         MID     |  = 26/57     | runtime:  0.04

   63   |   19    |     FC     |  = 17/38     | runtime:  0.02

   64   |   19    |     FC     |  = 25/57     | runtime:  0.04

   65   |   19    |     FC     |  = 49/114     | runtime:  0.51

   66   |   19    |     FC     |  = 8/19     | runtime:  0.03

   67   |   19    |     FC     |  = 67/152     | runtime:  0.70

   68   |   19    |     FC     |  = 17/38     | runtime:  0.03

   69   |   19    |     FC     |  = 69/152     | runtime:  0.09

   70   |   19    |     FC     |  = 35/76     | runtime:  0.02

   71   |   19    |    INT        HALF        MID     |  = 123/266     | runtime:  0.90

   72   |   19    |     FC     |  = 61/133     | runtime:  0.06

   73   |   19    |     FC     |  = 60/133     | runtime:  0.14

   74   |   19    |     FC     |  = 59/133     | runtime:  0.44

   75   |   19    |     FC     |  = 58/133     | runtime:  1.59

   77   |   19    |     FC     |  = 77/171     | runtime:  6.85

   78   |   19    |     FC     |  = 26/57     | runtime:  0.04

   79   |   19    |     FC     |  = 79/171     | runtime:  0.13

   80   |   19    |    MID     |  = 231/494     | runtime:  67.68

   81   |   19    |     FC         INT         MID     |  = 71/152     | runtime:  0.08

   82   |   19    |     FC     |  = 35/76     | runtime:  0.03

   83   |   19    |     FC     |  = 69/152     | runtime:  0.64

   84   |   19    |     FC     |  = 17/38     | runtime:  0.04

   85   |   19    |     FC     |  = 67/152     | runtime:  23.57

   86   |   19    |     FC     |  = 43/95     | runtime:  0.15

   87   |   19    |     FC     |  = 87/190     | runtime:  4.21

   88   |   19    |     FC     |  = 44/95     | runtime:  0.05

   89   |   19    |     FC     |  = 89/190     | runtime:  0.18

   90   |   19    |     FC         MID     |  = 9/19     | runtime:  0.03

   91   |   19    |     FC     |  = 80/171     | runtime:  0.25

   92   |   19    |     FC     |  = 79/171     | runtime:  0.56

   93   |   19    |     FC     |  = 26/57     | runtime:  0.05

   94   |   19    |     FC     |  = 77/171     | runtime:  28.22

   96   |   19    |     FC     |  = 96/209     | runtime:  27.64

   97   |   19    |     FC     |  = 97/209     | runtime:  8.01

   98   |   19    |     FC     |  = 98/209     | runtime:  0.42

   99   |   19    |     FC     |  = 9/19     | runtime:  0.03

   100   |   19    |     FC     |  = 9/19     | runtime:  0.03

   101   |   19    |     FC     |  = 89/190     | runtime:  0.80

   102   |   19    |     FC     |  = 44/95     | runtime:  0.07

   103   |   19    |     FC     |  = 87/190     | runtime:  85.08

   104   |   19    |     FC     |  = 43/95     | runtime:  0.50

   105   |   19    |     FC     |  = 35/76     | runtime:  0.07

   106   |   19    |     FC     |  = 53/114     | runtime:  0.12

   107   |   19    |     FC     |  = 107/228     | runtime:  4.40

   108   |   19    |     FC     |  = 9/19     | runtime:  0.03

   109   |   19    |    INT        HALF        MID     |  = 181/380     | runtime:  34.50

   110   |   19    |     FC     |  = 9/19     | runtime:  0.05

   21   |   20    |     FC         INT         MID     |  = 7/20     | runtime:  0.01

   23   |   20    |    INT        HALF        EBM         HBM         MID         GAP     |  = 7/20     | runtime:  0.04

   27   |   20    |     FC         EBM     |  = 1/3     | runtime:  0.02

   29   |   20    |     FC         EBM     |  = 1/3     | runtime:  0.02

   31   |   20    |     FC     |  = 31/80     | runtime:  0.02

   33   |   20    |    MID     |  = 49/120     | runtime:  0.03

   37   |   20    |     FC     |  = 23/60     | runtime:  0.03

   39   |   20    |     FC     |  = 7/20     | runtime:  0.02

   41   |   20    |     FC     |  = 41/100     | runtime:  0.03

   43   |   20    |     FC         INT         MID     |  = 43/100     | runtime:  0.05

   47   |   20    |     FC     |  = 33/80     | runtime:  0.04

   49   |   20    |     FC     |  = 31/80     | runtime:  0.05

   51   |   20    |     FC     |  = 17/40     | runtime:  0.03

   53   |   20    |     FC     |  = 53/120     | runtime:  0.03

   57   |   20    |     FC     |  = 43/100     | runtime:  0.04

   59   |   20    |     FC     |  = 41/100     | runtime:  0.15

   61   |   20    |     FC     |  = 61/140     | runtime:  0.13

   63   |   20    |     FC     |  = 9/20     | runtime:  0.02

   67   |   20    |     FC     |  = 53/120     | runtime:  0.09

   69   |   20    |     FC     |  = 17/40     | runtime:  0.03

   71   |   20    |     FC     |  = 71/160     | runtime:  1.24

   73   |   20    |     FC     |  = 73/160     | runtime:  0.08

   77   |   20    |     FC     |  = 9/20     | runtime:  0.03

   79   |   20    |     FC     |  = 61/140     | runtime:  5.77

   81   |   20    |     FC     |  = 9/20     | runtime:  0.04

   83   |   20    |     FC     |  = 83/180     | runtime:  0.19

   87   |   20    |     FC     |  = 73/160     | runtime:  0.57

   89   |   20    |     FC     |  = 71/160     | runtime:  13.71

   91   |   20    |     FC     |  = 91/200     | runtime:  24.02

   93   |   20    |     FC     |  = 93/200     | runtime:  0.37

   97   |   20    |     FC     |  = 83/180     | runtime:  1.32

   99   |   20    |     FC     |  = 9/20     | runtime:  0.11

   101   |   20    |     FC     |  = 101/220     | runtime:  133.87

   103   |   20    |     FC     |  = 103/220     | runtime:  1.08

   107   |   20    |     FC     |  = 93/200     | runtime:  3.36

   109   |   20    |     FC     |  ≤ 91/200  |   TIME OUT
SOLVER TIME OUT  dim(A) = (21, 554762)      | runtime:  559.57

   22   |   21    |    EBM     |  = 1/3     | runtime:  0.01

   23   |   21    |    EBM         HBM         MID     |  = 29/84     | runtime:  0.01

   25   |   21    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   26   |   21    |    INT         HBM         MID         GAP     |  = 22/63     | runtime:  0.03

   29   |   21    |     FC         EBM     |  = 1/3     | runtime:  0.02

   31   |   21    |     FC         EBM     |  = 1/3     | runtime:  0.02

   32   |   21    |     FC     |  = 8/21     | runtime:  0.02

   34   |   21    |     FC         INT         MID     |  = 17/42     | runtime:  0.06

   37   |   21    |    MID     |  = 103/252     | runtime:  0.06

   38   |   21    |     FC     |  = 25/63     | runtime:  0.03

   40   |   21    |     FC     |  = 23/63     | runtime:  0.03

   41   |   21    |     FC     |  = 22/63     | runtime:  0.04

   43   |   21    |     FC     |  = 43/105     | runtime:  0.29

   44   |   21    |     FC     |  = 44/105     | runtime:  0.02

   46   |   21    |    INT         MID     |  = 73/168     | runtime:  0.36

   47   |   21    |    INT        HALF        MID     |  = 73/168     | runtime:  0.05

   50   |   21    |     FC     |  = 17/42     | runtime:  0.03

   52   |   21    |     FC     |  = 8/21     | runtime:  0.02

   53   |   21    |     FC     |  = 53/126     | runtime:  0.07

   55   |   21    |     FC     |  = 55/126     | runtime:  0.03

   58   |   21    |    MID     |  = 169/378     | runtime:  1.12

   59   |   21    |     FC     |  = 46/105     | runtime:  0.04

   61   |   21    |     FC     |  = 44/105     | runtime:  0.10

   62   |   21    |     FC     |  = 43/105     | runtime:  0.17

   64   |   21    |     FC     |  = 64/147     | runtime:  0.14

   65   |   21    |     FC     |  = 65/147     | runtime:  0.25

   67   |   21    |    GAP     |  ≤ 118/259  |   TIME OUT
MULTISET 3 TIME OUT:  length(B) = 70   sets sum to: 2479  sets of size: 7     | runtime:  120.07

   68   |   21    |    INT        HALF        MID     |  = 115/252     | runtime:  0.41

   71   |   21    |     FC     |  = 55/126     | runtime:  0.19

   73   |   21    |     FC     |  = 53/126     | runtime:  1.32

   74   |   21    |     FC     |  = 37/84     | runtime:  0.07

   76   |   21    |     FC     |  = 19/42     | runtime:  0.04

   79   |   21    |    GAP     |  ≤ 123/266  |   TIME OUT
MULTISET 3 TIME OUT:  length(B) = 61   sets sum to: 3002  sets of size: 8     | runtime:  120.07

   80   |   21    |     FC     |  = 67/147     | runtime:  0.11

   82   |   21    |     FC     |  = 65/147     | runtime:  1.15

   83   |   21    |     FC     |  = 64/147     | runtime:  8.99

   85   |   21    |     FC     |  = 85/189     | runtime:  6.63

   86   |   21    |     FC     |  = 86/189     | runtime:  1.01

   88   |   21    |     FC     |  = 88/189     | runtime:  0.10

   89   |   21    |    INT        HALF        MID     |  = 157/336     | runtime:  5.56

   92   |   21    |     FC     |  = 19/42     | runtime:  0.05

   94   |   21    |     FC     |  = 37/84     | runtime:  0.14

   95   |   21    |     FC     |  = 19/42     | runtime:  0.05

   97   |   21    |     FC     |  = 97/210     | runtime:  2.84

   100   |   21    |     FC         INT         MID     |  = 89/189     | runtime:  0.27

   101   |   21    |     FC     |  = 88/189     | runtime:  0.46

   103   |   21    |     FC     |  = 86/189     | runtime:  82.47

   104   |   21    |     FC     |  ≤ 85/189  |   TIME OUT
SOLVER TIME OUT  dim(A) = (22, 332565)      | runtime:  416.38

   106   |   21    |     FC     |  ≤ 106/231  |   TIME OUT
SOLVER TIME OUT  dim(A) = (22, 319739)      | runtime:  315.61

   107   |   21    |     FC     |  = 107/231     | runtime:  66.81

   109   |   21    |     FC     |  = 109/231     | runtime:  0.48

   110   |   21    |     FC         MID     |  = 10/21     | runtime:  0.05

   23   |   22    |    EBM         HBM     |  = 15/44     | runtime:  0.02

   25   |   22    |    HBM     |  = 23/66     | runtime:  0.04

   27   |   22    |    INT        HALF        EBM         HBM         MID     |  = 4/11     | runtime:  0.01

   29   |   22    |     FC         INT         EBM         MID         GAP     |  = 15/44     | runtime:  0.09

   31   |   22    |     FC         EBM     |  = 1/3     | runtime:  0.02

   35   |   22    |     FC     |  = 35/88     | runtime:  0.02

   37   |   22    |    INT        HALF        MID     |  = 9/22     | runtime:  0.02

   39   |   22    |     FC         INT         MID     |  = 9/22     | runtime:  0.03

   41   |   22    |     FC     |  = 25/66     | runtime:  0.03

   43   |   22    |     FC     |  = 23/66     | runtime:  0.04

   45   |   22    |     FC     |  = 9/22     | runtime:  0.03

   47   |   22    |     FC     |  = 47/110     | runtime:  0.03

   49   |   22    |    INT        HALF        MID     |  = 19/44     | runtime:  0.03

   51   |   22    |     FC     |  = 37/88     | runtime:  0.03

   53   |   22    |     FC     |  = 35/88     | runtime:  0.06

   57   |   22    |     FC     |  = 19/44     | runtime:  0.02

   59   |   22    |    GAP     |  = 167/374     | runtime:  1.13

   61   |   22    |     FC         INT         MID     |  = 49/110     | runtime:  0.07

   63   |   22    |     FC     |  = 47/110     | runtime:  0.07

   65   |   22    |     FC     |  = 9/22     | runtime:  0.03

   67   |   22    |     FC     |  = 67/154     | runtime:  0.86

   69   |   22    |     FC     |  = 69/154     | runtime:  0.07

   71   |   22    |    INT        HALF        MID     |  = 5/11     | runtime:  0.02

   73   |   22    |     FC     |  = 59/132     | runtime:  0.07

   75   |   22    |     FC     |  = 19/44     | runtime:  0.04

   79   |   22    |     FC     |  = 79/176     | runtime:  0.41

   81   |   22    |     FC     |  = 81/176     | runtime:  0.07

   83   |   22    |     FC     |  = 71/154     | runtime:  0.10

   85   |   22    |     FC     |  = 69/154     | runtime:  0.48

   87   |   22    |     FC     |  = 67/154     | runtime:  12.70

   89   |   22    |     FC     |  = 89/198     | runtime:  13.50

   91   |   22    |     FC     |  = 91/198     | runtime:  0.42

   93   |   22    |    INT        HALF        MID     |  = 36/77     | runtime:  0.09

   95   |   22    |     FC     |  = 81/176     | runtime:  0.31

   97   |   22    |     FC     |  = 79/176     | runtime:  12.02

   101   |   22    |     FC     |  = 101/220     | runtime:  14.12

   103   |   22    |     FC     |  = 103/220     | runtime:  0.32

   105   |   22    |     FC     |  = 31/66     | runtime:  0.03

   107   |   22    |     FC     |  = 91/198     | runtime:  6.16

   109   |   22    |     FC     |  ≤ 89/198  |   TIME OUT
SOLVER TIME OUT  dim(A) = (23, 481402)      | runtime:  374.24

   24   |   23    |     FC         INT         MID     |  = 8/23     | runtime:  0.02

   25   |   23    |    EBM     |  = 1/3     | runtime:  0.01

   26   |   23    |    INT         EBM         MID     |  = 8/23     | runtime:  0.01

   27   |   23    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   28   |   23    |    INT        HALF        EBM         MID         GAP     |  = 33/92     | runtime:  0.28

   29   |   23    |    GAP     |  = 49/138     | runtime:  0.04

   30   |   23    |     FC         INT         EBM         MID         GAP     |  = 8/23     | runtime:  0.05

   31   |   23    |     FC         EBM     |  = 1/3     | runtime:  0.01

   32   |   23    |     FC         EBM     |  = 1/3     | runtime:  0.02

   33   |   23    |     FC         EBM     |  = 1/3     | runtime:  0.02

   34   |   23    |     FC         EBM     |  = 1/3     | runtime:  0.02

   35   |   23    |     FC     |  = 35/92     | runtime:  0.03

   36   |   23    |     FC     |  = 9/23     | runtime:  0.02

   37   |   23    |     FC         INT         MID     |  = 37/92     | runtime:  0.11

   38   |   23    |    INT         MID     |  = 47/115     | runtime:  0.03

   39   |   23    |    INT        HALF        MID     |  = 37/92     | runtime:  0.03

   40   |   23    |    INT        HALF        MID     |  = 19/46     | runtime:  0.03

   41   |   23    |    GAP     |  = 149/368     | runtime:  0.15

   42   |   23    |     FC     |  = 9/23     | runtime:  0.02

   43   |   23    |     FC     |  = 26/69     | runtime:  0.03

   44   |   23    |     FC     |  = 25/69     | runtime:  0.04

   45   |   23    |     FC     |  = 8/23     | runtime:  0.03

   47   |   23    |     FC     |  = 47/115     | runtime:  0.03

   48   |   23    |     FC     |  = 48/115     | runtime:  0.03

   49   |   23    |     FC     |  = 49/115     | runtime:  0.03

   50   |   23    |     FC         INT         MID     |  = 10/23     | runtime:  0.03

   51   |   23    |    INT        HALF    |  = 59/138     | runtime:  0.02

   52   |   23    |     FC         INT         MID     |  = 10/23     | runtime:  0.03

   53   |   23    |     FC     |  = 39/92     | runtime:  0.04

   54   |   23    |     FC     |  = 19/46     | runtime:  0.02

   55   |   23    |     FC     |  = 37/92     | runtime:  0.05

   56   |   23    |     FC     |  = 9/23     | runtime:  0.03

   57   |   23    |     FC     |  = 35/92     | runtime:  0.09

   58   |   23    |     FC     |  = 29/69     | runtime:  0.04

   59   |   23    |     FC     |  = 59/138     | runtime:  0.07

   60   |   23    |     FC     |  = 10/23     | runtime:  0.02

   61   |   23    |     FC     |  = 61/138     | runtime:  0.03

   62   |   23    |    INT         MID     |  = 113/253     | runtime:  0.21

   63   |   23    |    INT        HALF        MID     |  = 103/230     | runtime:  0.14

   64   |   23    |     FC     |  = 51/115     | runtime:  0.04

   65   |   23    |     FC     |  = 10/23     | runtime:  0.03

   66   |   23    |     FC     |  = 49/115     | runtime:  0.08

   67   |   23    |     FC     |  = 48/115     | runtime:  0.14

   68   |   23    |     FC     |  = 47/115     | runtime:  0.27

   70   |   23    |     FC     |  = 10/23     | runtime:  0.03

   71   |   23    |     FC     |  = 71/161     | runtime:  0.14

   72   |   23    |     FC     |  = 72/161     | runtime:  0.08

   73   |   23    |     FC     |  = 73/161     | runtime:  0.04

   74   |   23    |    INT        HALF        MID     |  = 21/46     | runtime:  0.03

   75   |   23    |     FC         INT         MID     |  = 21/46     | runtime:  0.06

   76   |   23    |     FC     |  = 31/69     | runtime:  0.03

   77   |   23    |     FC     |  = 61/138     | runtime:  0.15

   78   |   23    |     FC     |  = 10/23     | runtime:  0.03

   79   |   23    |     FC     |  = 59/138     | runtime:  0.93

   80   |   23    |     FC     |  = 29/69     | runtime:  0.07

   81   |   23    |     FC     |  = 81/184     | runtime:  3.78

   82   |   23    |     FC     |  = 41/92     | runtime:  0.06

   83   |   23    |     FC     |  = 83/184     | runtime:  0.52

   84   |   23    |     FC     |  = 21/46     | runtime:  0.04

   85   |   23    |     FC         INT         MID     |  = 85/184     | runtime:  0.09

   86   |   23    |    INT        HALF        MID     |  = 149/322     | runtime:  2.48

   87   |   23    |     FC     |  = 74/161     | runtime:  0.11

   88   |   23    |     FC     |  = 73/161     | runtime:  0.22

   89   |   23    |     FC     |  = 72/161     | runtime:  0.74

   90   |   23    |     FC     |  = 71/161     | runtime:  6.72

   91   |   23    |     FC     |  = 10/23     | runtime:  0.05

   93   |   23    |     FC     |  = 31/69     | runtime:  0.07

   94   |   23    |     FC     |  = 94/207     | runtime:  10.95

   95   |   23    |     FC     |  = 95/207     | runtime:  0.49

   96   |   23    |     FC     |  = 32/69     | runtime:  0.04

   97   |   23    |    INT         MID     |  = 43/92     | runtime:  0.07

   98   |   23    |     FC         INT         MID     |  = 43/92     | runtime:  0.07

   99   |   23    |     FC     |  = 85/184     | runtime:  0.30

   100   |   23    |     FC     |  = 21/46     | runtime:  0.04

   101   |   23    |     FC     |  = 83/184     | runtime:  11.79

   102   |   23    |     FC     |  = 41/92     | runtime:  0.19

   103   |   23    |     FC     |  ≤ 81/184  |   TIME OUT
SOLVER TIME OUT  dim(A) = (25, 338584)      | runtime:  212.00

   104   |   23    |     FC     |  = 52/115     | runtime:  0.25

   105   |   23    |     FC     |  = 21/46     | runtime:  0.05

   106   |   23    |     FC     |  = 53/115     | runtime:  0.08

   107   |   23    |     FC     |  = 107/230     | runtime:  0.91

   108   |   23    |     FC     |  = 54/115     | runtime:  0.04

   109   |   23    |    INT        HALF        MID     |  = 65/138     | runtime:  0.08

   110   |   23    |     FC     |  = 97/207     | runtime:  0.55

   25   |   24    |    EBM     |  = 1/3     | runtime:  0.01

   29   |   24    |    INT        HALF        EBM         MID     |  = 17/48     | runtime:  0.35

   31   |   24    |    GAP     |  = 25/72     | runtime:  0.05

   35   |   24    |     FC         EBM     |  = 1/3     | runtime:  0.01

   37   |   24    |     FC     |  = 37/96     | runtime:  0.02

   41   |   24    |    INT        HALF    |  = 19/48     | runtime:  0.01

   43   |   24    |     FC         INT         MID     |  = 29/72     | runtime:  0.13

   47   |   24    |     FC     |  = 25/72     | runtime:  0.03

   49   |   24    |     FC     |  = 49/120     | runtime:  0.03

   53   |   24    |    INT        HALF        MID     |  = 31/72     | runtime:  0.03

   55   |   24    |     FC     |  = 41/96     | runtime:  0.03

   59   |   24    |     FC     |  = 37/96     | runtime:  0.08

   61   |   24    |     FC     |  = 61/144     | runtime:  0.09

   65   |   24    |    INT        HALF        MID     |  = 43/96     | runtime:  0.03

   67   |   24    |     FC     |  = 53/120     | runtime:  0.04

   71   |   24    |     FC     |  = 49/120     | runtime:  0.61

   73   |   24    |     FC     |  = 73/168     | runtime:  0.50

   77   |   24    |     FC         INT        HALF        MID     |  = 11/24     | runtime:  0.03

   79   |   24    |     FC     |  = 65/144     | runtime:  0.08

   83   |   24    |     FC     |  = 61/144     | runtime:  2.25

   85   |   24    |     FC     |  = 85/192     | runtime:  6.62

   89   |   24    |    INT         MID     |  = 63/136     | runtime:  9.26

   91   |   24    |     FC     |  = 11/24     | runtime:  0.03

   95   |   24    |     FC     |  = 73/168     | runtime:  35.93

   97   |   24    |     FC     |  = 97/216     | runtime:  35.90

   101   |   24    |    GAP     |  ≤ 359/768  |   TIME OUT
MULTISET 3 TIME OUT:  length(B) = 51   sets sum to: 3232  sets of size: 9     | runtime:  120.59

   103   |   24    |     FC     |  = 89/192     | runtime:  0.34

   107   |   24    |     FC     |  ≤ 85/192  |   TIME OUT
SOLVER TIME OUT  dim(A) = (25, 324597)      | runtime:  199.10

   109   |   24    |     FC     |  ≤ 109/240  |   TIME OUT
SOLVER TIME OUT  dim(A) = (25, 314469)      | runtime:  234.97

   26   |   25    |    EBM         HBM     |  = 17/50     | runtime:  0.02

   27   |   25    |    EBM         MID     |  = 17/50     | runtime:  0.02

   28   |   25    |    INT         EBM     |  = 1/3     | runtime:  0.01

   29   |   25    |    INT        HALF        EBM         MID         GAP     |  = 17/50     | runtime:  0.23

   31   |   25    |    INT         HBM         MID         GAP     |  = 26/75     | runtime:  0.04

   32   |   25    |    GAP     |  = 44/125     | runtime:  0.08

   33   |   25    |     FC         INT         EBM         MID         GAP     |  = 17/50     | runtime:  0.19

   34   |   25    |     FC         EBM     |  = 1/3     | runtime:  0.02

   36   |   25    |     FC         EBM     |  = 1/3     | runtime:  0.02

   37   |   25    |     FC         EBM     |  = 1/3     | runtime:  0.02

   38   |   25    |     FC     |  = 19/50     | runtime:  0.02

   39   |   25    |     FC     |  = 39/100     | runtime:  0.02

   41   |   25    |    MID     |  = 61/150     | runtime:  0.04

   42   |   25    |    INT        HALF        MID     |  = 41/100     | runtime:  0.05

   43   |   25    |    INT        HALF        MID     |  = 61/150     | runtime:  0.03

   44   |   25    |    INT         MID     |  = 41/100     | runtime:  0.03

   46   |   25    |     FC     |  = 29/75     | runtime:  0.03

   47   |   25    |     FC     |  = 28/75     | runtime:  0.04

   48   |   25    |     FC     |  = 9/25     | runtime:  0.02

   49   |   25    |     FC     |  = 26/75     | runtime:  0.04

   51   |   25    |     FC     |  = 51/125     | runtime:  0.04

   52   |   25    |     FC     |  = 52/125     | runtime:  0.03

   53   |   25    |     FC     |  = 53/125     | runtime:  0.03

   54   |   25    |    GAP     |  = 151/350     | runtime:  0.30

   56   |   25    |    INT        HALF        MID     |  = 87/200     | runtime:  0.06

   57   |   25    |     FC         INT         MID     |  = 43/100     | runtime:  0.09

   58   |   25    |     FC     |  = 21/50     | runtime:  0.03

   59   |   25    |     FC     |  = 41/100     | runtime:  0.05

   61   |   25    |     FC     |  = 39/100     | runtime:  0.09

   62   |   25    |     FC     |  = 19/50     | runtime:  0.03

   63   |   25    |     FC     |  = 21/50     | runtime:  0.03

   64   |   25    |     FC     |  = 32/75     | runtime:  0.04

   66   |   25    |     FC     |  = 11/25     | runtime:  0.02

   67   |   25    |    GAP     |  = 223/500     | runtime:  4.58

   68   |   25    |    INT        HALF        MID     |  = 89/200     | runtime:  0.11

   69   |   25    |    MID     |  = 67/150     | runtime:  0.06

   71   |   25    |     FC     |  = 54/125     | runtime:  0.07

   72   |   25    |     FC     |  = 53/125     | runtime:  0.12

   73   |   25    |     FC     |  = 52/125     | runtime:  0.22

   74   |   25    |     FC     |  = 51/125     | runtime:  0.40

   76   |   25    |     FC     |  = 76/175     | runtime:  0.40

   77   |   25    |     FC     |  = 11/25     | runtime:  0.03

   78   |   25    |     FC     |  = 78/175     | runtime:  0.15

   79   |   25    |     FC     |  = 79/175     | runtime:  0.13

   81   |   25    |    INT        HALF        MID     |  = 137/300     | runtime:  0.85

   82   |   25    |     FC     |  = 34/75     | runtime:  0.03

   83   |   25    |     FC     |  = 67/150     | runtime:  0.14

   84   |   25    |     FC     |  = 11/25     | runtime:  0.04

   86   |   25    |     FC     |  = 32/75     | runtime:  0.07

   87   |   25    |     FC     |  = 21/50     | runtime:  0.05

   88   |   25    |     FC     |  = 11/25     | runtime:  0.04

   89   |   25    |     FC     |  = 89/200     | runtime:  2.06

   91   |   25    |     FC     |  = 91/200     | runtime:  0.28

   92   |   25    |     FC     |  = 23/50     | runtime:  0.04

   93   |   25    |    INT        HALF        MID     |  = 139/300     | runtime:  1.45

   94   |   25    |    GAP     |  ≤ 1087/2350  |   TIME OUT
MULTISET 3 TIME OUT:  length(B) = 177   sets sum to: 8836  sets of size: 8     | runtime:  121.14

   96   |   25    |     FC     |  = 79/175     | runtime:  1.51

   97   |   25    |     FC     |  = 78/175     | runtime:  1.74

   98   |   25    |     FC     |  = 11/25     | runtime:  0.04

   99   |   25    |     FC     |  = 76/175     | runtime:  93.26

   101   |   25    |     FC     |  = 101/225     | runtime:  18.12

   102   |   25    |     FC     |  = 34/75     | runtime:  0.11

   103   |   25    |     FC     |  = 103/225     | runtime:  1.41

   104   |   25    |     FC     |  = 104/225     | runtime:  0.32

   106   |   25    |    INT        HALF        MID     |  = 187/400     | runtime:  16.91

   107   |   25    |     FC     |  = 93/200     | runtime:  0.35

